"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pbx1.3",3.30159807196882e-115,-0.253482180247457,0.239,0.334,1.03237670112393e-110,"6","Pbx1"
"mt-Rnr2.2",6.60494156404444e-113,0.259130898978797,0.138,0.078,2.06529917766105e-108,"6","mt-Rnr2"
"S100a8.6",1.02713123912737e-109,-0.916771321801574,0.038,0.102,3.21173667162738e-105,"6","S100a8"
"Ighm.4",5.03947566837081e-77,-0.295442602816664,0.072,0.131,1.57579364674287e-72,"6","Ighm"
"mt-Nd4.1",7.23855031571716e-55,0.368076170515684,0.582,0.52,2.2634222982216e-50,"6","mt-Nd4"
"Uba52.6",3.07351997670376e-38,-0.33291555201148,0.131,0.167,9.610589615155e-34,"6","Uba52"
"Gm42418.3",5.9649185612628e-06,0.531637410426362,0.693,0.741,0.186517038492127,"6","Gm42418"
"Scgb1a1.6",0,0.863573986256069,0.892,0.691,0,"7","Scgb1a1"
"Cyp2f2.7",0,0.41456136900164,0.584,0.268,0,"7","Cyp2f2"
"Cmss1.5",0,0.385526270020134,0.504,0.265,0,"7","Cmss1"
"Scgb3a2.7",0,0.362089103344711,0.552,0.263,0,"7","Scgb3a2"
"Hmgb2.1",0,0.36061620639461,0.174,0.072,0,"7","Hmgb2"
"Cbr2.7",0,0.347000767965719,0.689,0.379,0,"7","Cbr2"
"Gm42418.4",0,0.3260888843421,0.921,0.727,0,"7","Gm42418"
"Tuba1b",0,0.309551159672217,0.272,0.132,0,"7","Tuba1b"
"Stmn1",0,0.288378812488645,0.174,0.056,0,"7","Stmn1"
"Top2a",0,0.282973096336191,0.148,0.01,0,"7","Top2a"
"Lars2.1",0,0.280976423386416,0.355,0.171,0,"7","Lars2"
"Sftpa1.7",0,-0.258141359604777,0.55,0.318,0,"7","Sftpa1"
"Junb.5",0,-0.545984082502977,0.061,0.288,0,"7","Junb"
"Fos.5",3.01932943509205e-301,-0.324920678379601,0.037,0.174,9.44114121058934e-297,"7","Fos"
"Rps14.5",2.51108704285853e-274,-0.419886545393602,0.419,0.555,7.85191807431433e-270,"7","Rps14"
"Dusp1.4",2.50811762450129e-272,-0.29260110034789,0.055,0.188,7.84263300005307e-268,"7","Dusp1"
"Egr1.2",1.20802935968061e-268,-0.282218216866288,0.019,0.136,3.7773870047853e-264,"7","Egr1"
"Btg1.4",1.26613627830662e-239,-0.260206542540758,0.085,0.216,3.95908152863697e-235,"7","Btg1"
"Tubb5",1.06811215622369e-237,0.305933914601959,0.209,0.111,3.33987990129586e-233,"7","Tubb5"
"B2m.6",1.13988319779094e-227,-0.36415108892869,0.297,0.437,3.56430077117249e-223,"7","B2m"
"Srgn.3",2.53361004509961e-224,-0.270005860019582,0.069,0.191,7.92234525002197e-220,"7","Srgn"
"Tyrobp.6",4.65472684784072e-211,-0.391755490715888,0.084,0.202,1.45548653805131e-206,"7","Tyrobp"
"Igkc.5",7.13446707985186e-200,-0.289551938787489,0.387,0.248,2.23087651119888e-195,"7","Igkc"
"Rpl18a.6",4.70342363291489e-197,-0.39890628649826,0.347,0.471,1.47071353577616e-192,"7","Rpl18a"
"Rps4x.5",2.87592827718505e-191,-0.295032184597554,0.312,0.443,8.99274012992992e-187,"7","Rps4x"
"Cd52.6",1.9851498939737e-174,-0.256630113004166,0.121,0.236,6.20736520346635e-170,"7","Cd52"
"H2-D1.5",5.77240836904902e-174,-0.285128977697235,0.205,0.327,1.80497437291794e-169,"7","H2-D1"
"Rpl32.6",3.44629683818105e-167,-0.320630176638245,0.286,0.411,1.07762255833083e-162,"7","Rpl32"
"Uba52.7",2.06039604255048e-166,-0.342884770120692,0.069,0.171,6.44265238545109e-162,"7","Uba52"
"Cst3.6",3.0269818787702e-165,-0.463626732227629,0.202,0.314,9.46506963672655e-161,"7","Cst3"
"Rps15a.6",3.53492431996872e-164,-0.305871788593553,0.294,0.415,1.10533548561102e-159,"7","Rps15a"
"Rps5.6",5.28033967167528e-161,-0.275382801699296,0.278,0.401,1.65110941193614e-156,"7","Rps5"
"Fcer1g.6",4.98431636616881e-154,-0.276630687850366,0.081,0.178,1.55854588453733e-149,"7","Fcer1g"
"Rps24.6",1.13669286535075e-148,-0.3449086059903,0.453,0.539,3.55432492066526e-144,"7","Rps24"
"Rpl35.5",6.94893733272797e-148,-0.262472401912404,0.12,0.225,2.17286321457071e-143,"7","Rpl35"
"Rps9.7",5.13907436209925e-147,-0.31093305588642,0.416,0.511,1.60693716228482e-142,"7","Rps9"
"Ifitm3.6",6.14074508014099e-143,-0.320451565337891,0.162,0.262,1.92014957910929e-138,"7","Ifitm3"
"mt-Cytb.4",4.1683527474313e-141,-0.426890641136845,0.448,0.511,1.30340222059429e-136,"7","mt-Cytb"
"Fau.7",1.27713867398433e-138,-0.410684785697277,0.44,0.513,3.9934849196816e-134,"7","Fau"
"Fth1.6",1.33900464189114e-138,-0.427256895289581,0.489,0.574,4.1869336147294e-134,"7","Fth1"
"Rps11.6",2.82127223780444e-138,-0.282015698673032,0.28,0.388,8.82183616039071e-134,"7","Rps11"
"Rpl35a.6",1.14672097201387e-132,-0.256894721186529,0.426,0.517,3.58568180739018e-128,"7","Rpl35a"
"Rpl13a.6",1.46914866093881e-132,-0.32699866237871,0.425,0.517,4.59388094788957e-128,"7","Rpl13a"
"Rps16.6",2.40574258076668e-132,-0.304562411381841,0.349,0.45,7.52251647579932e-128,"7","Rps16"
"Rps27a.6",9.26984502523767e-131,-0.318710766569163,0.367,0.461,2.89858784094157e-126,"7","Rps27a"
"Rpl37a.7",1.69429807270198e-129,-0.309193997918089,0.501,0.572,5.29790064353182e-125,"7","Rpl37a"
"Rps23.6",1.44006766923727e-124,-0.303208471155621,0.335,0.431,4.50294759493801e-120,"7","Rps23"
"Plac8.7",5.7983939392942e-124,-0.304601327463789,0.051,0.127,1.8130998008779e-119,"7","Plac8"
"Mgp.7",1.78575967475729e-123,-0.43224891363356,0.344,0.231,5.58389192699857e-119,"7","Mgp"
"Rps18.6",4.83630873199951e-123,-0.292494682053348,0.313,0.414,1.51226537740893e-118,"7","Rps18"
"Rpl10.4",2.13974211330379e-122,-0.344020365115259,0.165,0.259,6.69075961408963e-118,"7","Rpl10"
"Rpl17.6",2.34527234825039e-118,-0.268806415979163,0.267,0.363,7.33343210574414e-114,"7","Rpl17"
"Rpl13.5",1.92010599305006e-103,-0.313911665609202,0.414,0.488,6.00397942966823e-99,"7","Rpl13"
"H2-Ab1.3",3.81072316325027e-102,-0.377289000581029,0.113,0.19,1.19157502591673e-97,"7","H2-Ab1"
"Ly6a.5",5.26913722248753e-92,-0.253382798983023,0.087,0.157,1.64760651809962e-87,"7","Ly6a"
"H2-Eb1.3",6.41138470127102e-92,-0.319515074971342,0.091,0.16,2.00477588224044e-87,"7","H2-Eb1"
"Tmsb4x.7",2.94479150819889e-80,-0.475190165015774,0.838,0.822,9.20806856698712e-76,"7","Tmsb4x"
"Tmsb10.5",1.47823726484863e-78,-0.327480866756324,0.21,0.284,4.62230010345518e-74,"7","Tmsb10"
"H2-Aa.3",5.60665047038565e-77,-0.353737113854226,0.139,0.205,1.75314353558489e-72,"7","H2-Aa"
"Rps29.6",6.03448810884585e-68,-0.311193439008074,0.43,0.485,1.88692408675501e-63,"7","Rps29"
"Rps19.5",1.0014124894568e-67,-0.290423816998698,0.451,0.502,3.13131671328247e-63,"7","Rps19"
"Apoe.6",1.30224411988529e-64,-0.343594412556673,0.13,0.19,4.07198713846931e-60,"7","Apoe"
"Lyz1.6",5.35949425191705e-46,-0.48197824210533,0.063,0.104,1.67586025763194e-41,"7","Lyz1"
"Rps27.4",9.43460211549932e-45,-0.250583667150198,0.353,0.397,2.95010573549548e-40,"7","Rps27"
"Actb.7",1.35337134340105e-37,-0.27171621132367,0.725,0.712,4.23185685368076e-33,"7","Actb"
"mt-Co3.5",1.76723576982513e-24,-0.253335728544148,0.806,0.618,5.5259695286662e-20,"7","mt-Co3"
"Ighm.5",2.7558236171334e-24,-0.33178029810361,0.098,0.129,8.61718486841444e-20,"7","Ighm"
"Lyz2.7",1.95175241237959e-23,-0.686546554296888,0.603,0.477,6.10293461826974e-19,"7","Lyz2"
"Cd74.3",1.44334915019871e-22,-0.69688257864136,0.409,0.414,4.51320845775633e-18,"7","Cd74"
"Adgrl3.5",1.45638791248635e-16,-0.322546312732628,0.229,0.246,4.55397936355357e-12,"7","Adgrl3"
"mt-Atp6.5",3.31046834438341e-09,-0.250325118733433,0.724,0.576,0.000103515034660525,"7","mt-Atp6"
"Ftl1.6",0.00216201425256304,-0.321237758914319,0.422,0.407,1,"7","Ftl1"
"Igkc.6",0,2.59329220026949,0.554,0.239,0,"8","Igkc"
"Ighm.6",0,2.24244474178432,0.645,0.098,0,"8","Ighm"
"Cd74.4",0,2.18427025395154,0.908,0.385,0,"8","Cd74"
"Cd79a",0,1.51424088356454,0.652,0.015,0,"8","Cd79a"
"Ebf1.2",0,1.43602121604532,0.665,0.1,0,"8","Ebf1"
"Gm30211",0,1.41659760745964,0.172,0.007,0,"8","Gm30211"
"Cd79b",0,1.30656954754285,0.619,0.016,0,"8","Cd79b"
"Ly6d",0,1.29398878088092,0.553,0.012,0,"8","Ly6d"
"H2-Aa.4",0,1.2409096878386,0.707,0.173,0,"8","H2-Aa"
"Rps27.5",0,1.22637461260399,0.757,0.373,0,"8","Rps27"
"H2-Ab1.4",0,1.2020980654998,0.692,0.157,0,"8","H2-Ab1"
"H2-Eb1.4",0,1.1317109055559,0.662,0.127,0,"8","H2-Eb1"
"Bank1",0,1.05941653126675,0.6,0.056,0,"8","Bank1"
"Rps24.7",0,1.03760378782043,0.879,0.514,0,"8","Rps24"
"Ms4a1",0,1.03698014630111,0.531,0.013,0,"8","Ms4a1"
"Rpl13a.7",0,0.996793274683744,0.857,0.492,0,"8","Rpl13a"
"Rpl18a.7",0,0.955441707141664,0.826,0.443,0,"8","Rpl18a"
"Rps19.6",0,0.928862512978578,0.834,0.48,0,"8","Rps19"
"Rps15a.7",0,0.897728783890984,0.785,0.387,0,"8","Rps15a"
"mt-Cytb.5",0,0.8401074171237,0.704,0.496,0,"8","mt-Cytb"
"Rps20.5",0,0.838096947882473,0.804,0.427,0,"8","Rps20"
"Rpl17.7",0,0.827561073923675,0.683,0.339,0,"8","Rpl17"
"Rps7.6",0,0.795365916368745,0.713,0.329,0,"8","Rps7"
"Fau.8",0,0.790818729921911,0.804,0.492,0,"8","Fau"
"Rps13.6",0,0.782391045459871,0.717,0.323,0,"8","Rps13"
"Rps18.7",0,0.77994240544961,0.771,0.388,0,"8","Rps18"
"Rps29.7",0,0.779925873021032,0.741,0.467,0,"8","Rps29"
"Rpl32.7",0,0.767472375763149,0.772,0.382,0,"8","Rpl32"
"Iglc2",0,0.757482019418239,0.315,0.01,0,"8","Iglc2"
"Rpl39.5",0,0.755042622583146,0.741,0.38,0,"8","Rpl39"
"Rpl12.5",0,0.750974839275903,0.669,0.273,0,"8","Rpl12"
"Bach2.1",0,0.744175008941454,0.453,0.154,0,"8","Bach2"
"mt-Nd1.4",0,0.718675352620654,0.645,0.387,0,"8","mt-Nd1"
"Rps5.7",0,0.715802417291831,0.749,0.373,0,"8","Rps5"
"Rps11.7",0,0.715617139644536,0.737,0.361,0,"8","Rps11"
"Rps16.7",0,0.706211140511799,0.773,0.425,0,"8","Rps16"
"Rpl37a.8",0,0.70489716095796,0.804,0.554,0,"8","Rpl37a"
"Cd52.7",0,0.698794301546619,0.593,0.208,0,"8","Cd52"
"Cd37",0,0.694985374170268,0.478,0.027,0,"8","Cd37"
"Rpl35.6",0,0.690698738886273,0.528,0.201,0,"8","Rpl35"
"Foxp1.3",0,0.683819589908066,0.692,0.428,0,"8","Foxp1"
"Iglc1",0,0.681180743046719,0.209,0.012,0,"8","Iglc1"
"Rps3.5",0,0.669454357678702,0.699,0.337,0,"8","Rps3"
"Arhgap15.3",0,0.664700748083173,0.534,0.216,0,"8","Arhgap15"
"Rps28.4",0,0.660836316134929,0.693,0.364,0,"8","Rps28"
"Rpl23.7",0,0.657354286685018,0.768,0.451,0,"8","Rpl23"
"Rpl27a.5",0,0.649538894625348,0.737,0.425,0,"8","Rpl27a"
"Rps4x.6",0,0.649343333091427,0.755,0.417,0,"8","Rps4x"
"Mef2c",0,0.639011045230923,0.495,0.09,0,"8","Mef2c"
"Rps14.6",0,0.638280863494552,0.844,0.53,0,"8","Rps14"
"Rpl13.6",0,0.634570273594344,0.676,0.473,0,"8","Rpl13"
"Uba52.8",0,0.631535741273689,0.368,0.153,0,"8","Uba52"
"Rpl19.6",0,0.63075570410296,0.72,0.384,0,"8","Rpl19"
"Rps10.6",0,0.624354557285059,0.74,0.4,0,"8","Rps10"
"Rpl21.3",0,0.620632467151605,0.71,0.399,0,"8","Rpl21"
"Rps26.3",0,0.617676222291383,0.695,0.326,0,"8","Rps26"
"Rpl9.4",0,0.608570013194089,0.673,0.349,0,"8","Rpl9"
"Rplp2.7",0,0.604733309466214,0.808,0.484,0,"8","Rplp2"
"Rps9.8",0,0.599704991685268,0.828,0.487,0,"8","Rps9"
"Rps3a1.1",0,0.598873525614891,0.631,0.351,0,"8","Rps3a1"
"Rps23.7",0,0.597796842413152,0.714,0.409,0,"8","Rps23"
"Prkcb",0,0.59714455943873,0.467,0.076,0,"8","Prkcb"
"Rpsa.6",0,0.595638722638108,0.77,0.45,0,"8","Rpsa"
"Rps15.4",0,0.590694054888199,0.788,0.489,0,"8","Rps15"
"Rpl35a.7",0,0.590401420447658,0.813,0.495,0,"8","Rpl35a"
"Serinc3",0,0.589686747224012,0.609,0.207,0,"8","Serinc3"
"Rpl41.6",0,0.585242707162229,0.854,0.617,0,"8","Rpl41"
"Rpl4.3",0,0.579583823970899,0.568,0.228,0,"8","Rpl4"
"H3f3a.2",0,0.579235498814463,0.507,0.261,0,"8","H3f3a"
"Rpl8.6",0,0.577822489374502,0.759,0.427,0,"8","Rpl8"
"Ly6e.4",0,0.571146078079257,0.667,0.317,0,"8","Ly6e"
"Eef1a1.4",0,0.564130633865324,0.806,0.584,0,"8","Eef1a1"
"Gm20388.1",0,0.561533098733288,0.141,0.034,0,"8","Gm20388"
"Gm26917.4",0,0.558113587981504,0.354,0.1,0,"8","Gm26917"
"Rps21.2",0,0.556682606635768,0.733,0.432,0,"8","Rps21"
"Rpl34.1",0,0.556621148538065,0.572,0.28,0,"8","Rpl34"
"Rpl36.4",0,0.556540039184189,0.676,0.353,0,"8","Rpl36"
"Ltb.1",0,0.556076159286368,0.381,0.042,0,"8","Ltb"
"Man1a",0,0.555610268405858,0.39,0.106,0,"8","Man1a"
"Btg1.5",0,0.548852103546567,0.537,0.189,0,"8","Btg1"
"Shisa5.1",0,0.547901788149448,0.473,0.122,0,"8","Shisa5"
"Rpl37.5",0,0.546816913385699,0.726,0.441,0,"8","Rpl37"
"Rps8.6",0,0.544865745062075,0.794,0.524,0,"8","Rps8"
"Syk",0,0.544158888182668,0.435,0.065,0,"8","Syk"
"Rps6.5",0,0.542704175544294,0.583,0.276,0,"8","Rps6"
"Ralgps2",0,0.542278626675675,0.405,0.039,0,"8","Ralgps2"
"Rpl6.5",0,0.530626066654718,0.596,0.297,0,"8","Rpl6"
"Rpl3.3",0,0.530593605113187,0.607,0.285,0,"8","Rpl3"
"Rps12.5",0,0.526301323384682,0.721,0.483,0,"8","Rps12"
"Coro1a.5",0,0.525003184107082,0.524,0.176,0,"8","Coro1a"
"Rpl38.3",0,0.524418690521942,0.674,0.383,0,"8","Rpl38"
"Rpl14.4",0,0.522687090201325,0.612,0.304,0,"8","Rpl14"
"Rpl18.5",0,0.517204408516265,0.684,0.341,0,"8","Rpl18"
"Rps2.4",0,0.502089817217644,0.592,0.295,0,"8","Rps2"
"Rps25.5",0,0.501463558658224,0.667,0.334,0,"8","Rps25"
"Ighd",0,0.495120625505382,0.274,0.011,0,"8","Ighd"
"Rel",0,0.49359714312556,0.33,0.068,0,"8","Rel"
"Ripor2.1",0,0.492021045248631,0.331,0.081,0,"8","Ripor2"
"Rpl11.5",0,0.484988509198221,0.628,0.339,0,"8","Rpl11"
"Rpl10a.5",0,0.483786149989922,0.55,0.238,0,"8","Rpl10a"
"Rplp0.6",0,0.483680714877315,0.675,0.376,0,"8","Rplp0"
"Gm9843.1",0,0.47852428576189,0.215,0.059,0,"8","Gm9843"
"Rpl30.1",0,0.469297622735564,0.539,0.283,0,"8","Rpl30"
"Pax5",0,0.466489119229845,0.326,0.014,0,"8","Pax5"
"Rplp1.6",0,0.463712180809258,0.848,0.637,0,"8","Rplp1"
"Apobec3",0,0.460696090069288,0.379,0.058,0,"8","Apobec3"
"Stk17b",0,0.457015080076556,0.417,0.104,0,"8","Stk17b"
"Ptprcap.1",0,0.446633562071633,0.338,0.034,0,"8","Ptprcap"
"Ets1.1",0,0.44610142764731,0.464,0.152,0,"8","Ets1"
"Gm11808.1",0,0.442734159394555,0.179,0.038,0,"8","Gm11808"
"Siglecg",0,0.441002510244022,0.257,0.004,0,"8","Siglecg"
"Iglc3",0,0.439101664773675,0.237,0.004,0,"8","Iglc3"
"Gm15427",0,0.436578735612893,0.136,0.022,0,"8","Gm15427"
"Pou2f2.1",0,0.43124711938149,0.31,0.041,0,"8","Pou2f2"
"Rpl36a.2",0,0.430545215449874,0.472,0.211,0,"8","Rpl36a"
"Rpl26.1",0,0.425687559583661,0.573,0.336,0,"8","Rpl26"
"Rpl7.2",0,0.41895339566114,0.614,0.337,0,"8","Rpl7"
"Rpl13-ps3",0,0.411679456256053,0.143,0.025,0,"8","Rpl13-ps3"
"H2-Ob",0,0.410901063538113,0.293,0.009,0,"8","H2-Ob"
"Rpl27.5",0,0.409651577017501,0.533,0.278,0,"8","Rpl27"
"Dock2.3",0,0.409478632357284,0.413,0.168,0,"8","Dock2"
"Aff3.3",0,0.409198667942551,0.387,0.154,0,"8","Aff3"
"Bcl11a",0,0.405636127006293,0.272,0.018,0,"8","Bcl11a"
"Rps19-ps2.1",0,0.403720292903069,0.135,0.024,0,"8","Rps19-ps2"
"Rps27rt",0,0.402167449177802,0.175,0.034,0,"8","Rps27rt"
"Fchsd2",0,0.401194210691435,0.36,0.144,0,"8","Fchsd2"
"Rpl22.2",0,0.400146047554907,0.544,0.264,0,"8","Rpl22"
"Satb1.1",0,0.400025664725794,0.288,0.08,0,"8","Satb1"
"Cd19",0,0.399535422674118,0.271,0.004,0,"8","Cd19"
"Rac2.1",0,0.391332426294618,0.379,0.093,0,"8","Rac2"
"Gm10925.1",0,0.390855998772938,0.139,0.032,0,"8","Gm10925"
"Gm28437.1",0,0.389458956326222,0.139,0.032,0,"8","Gm28437"
"Inpp5d",0,0.382724214418233,0.311,0.078,0,"8","Inpp5d"
"Gnb2l1.2",0,0.382596685954871,0.323,0.102,0,"8","Gnb2l1"
"Tpt1.5",0,0.375748733582768,0.777,0.618,0,"8","Tpt1"
"Tsc22d3",0,0.375728156186387,0.328,0.091,0,"8","Tsc22d3"
"Rps27a.7",0,0.370845106523519,0.712,0.441,0,"8","Rps27a"
"Serp1",0,0.369505898023259,0.358,0.094,0,"8","Serp1"
"Rpl5.2",0,0.367654652736436,0.49,0.237,0,"8","Rpl5"
"Rpl31.2",0,0.364784158171362,0.418,0.198,0,"8","Rpl31"
"Dennd4a.2",0,0.364443942086343,0.323,0.131,0,"8","Dennd4a"
"Eef1g.1",0,0.363547287606243,0.39,0.13,0,"8","Eef1g"
"Rpl28.3",0,0.359364028882066,0.571,0.334,0,"8","Rpl28"
"Blk",0,0.357119779401487,0.259,0.01,0,"8","Blk"
"Arhgdib.2",0,0.349818809983747,0.407,0.139,0,"8","Arhgdib"
"Gimap6.1",0,0.347761040847293,0.33,0.078,0,"8","Gimap6"
"Ikzf3.1",0,0.345498727461283,0.28,0.041,0,"8","Ikzf3"
"Fcrla",0,0.340117646777388,0.237,0.006,0,"8","Fcrla"
"Mir142hg",0,0.336225026851367,0.266,0.079,0,"8","Mir142hg"
"Blnk",0,0.333759156116795,0.254,0.015,0,"8","Blnk"
"Rps17.3",0,0.330476378956882,0.525,0.287,0,"8","Rps17"
"Klf2.4",0,0.327326028734141,0.383,0.172,0,"8","Klf2"
"Pou2af1",0,0.325605784305244,0.232,0.008,0,"8","Pou2af1"
"Cd55",0,0.321175488692572,0.275,0.049,0,"8","Cd55"
"Gm31243",0,0.320665426332504,0.169,0.008,0,"8","Gm31243"
"H2-D1.6",0,0.32027293816342,0.552,0.307,0,"8","H2-D1"
"Unc93b1",0,0.318175605218686,0.277,0.05,0,"8","Unc93b1"
"Spib",0,0.316612482350915,0.185,0.003,0,"8","Spib"
"Cyth1",0,0.310404116891847,0.259,0.058,0,"8","Cyth1"
"Rps16-ps2",0,0.309243043910014,0.129,0.02,0,"8","Rps16-ps2"
"Vpreb3",0,0.303142096429233,0.159,0.015,0,"8","Vpreb3"
"Rpl29.3",0,0.301633821060409,0.423,0.202,0,"8","Rpl29"
"Gm10076.1",0,0.301041251466543,0.212,0.075,0,"8","Gm10076"
"Ptprc.5",0,0.300679489397115,0.431,0.223,0,"8","Ptprc"
"Mzb1",0,0.299164501786166,0.18,0.008,0,"8","Mzb1"
"Fcmr",0,0.295707915670559,0.183,0.004,0,"8","Fcmr"
"Rpl17-ps3",0,0.295297845064701,0.128,0.018,0,"8","Rpl17-ps3"
"Gm7618",0,0.294697939768493,0.128,0.023,0,"8","Gm7618"
"H2-DMb2",0,0.294327903579584,0.208,0.008,0,"8","H2-DMb2"
"Mndal",0,0.291994981691806,0.262,0.06,0,"8","Mndal"
"Immp2l",0,0.288464007421345,0.242,0.111,0,"8","Immp2l"
"Snx5",0,0.287968805633358,0.253,0.052,0,"8","Snx5"
"Ccr7",0,0.287952012642195,0.2,0.018,0,"8","Ccr7"
"Cmah",0,0.28706197317978,0.237,0.038,0,"8","Cmah"
"Btla",0,0.287011348047712,0.212,0.021,0,"8","Btla"
"Sh3bgrl3.5",0,0.285401547558666,0.398,0.188,0,"8","Sh3bgrl3"
"Rpl10.5",0,0.281985991839986,0.47,0.241,0,"8","Rpl10"
"Plac8.8",0,0.280578763574235,0.332,0.11,0,"8","Plac8"
"Gm29216.1",0,0.278885451294342,0.132,0.029,0,"8","Gm29216"
"Lyn.3",0,0.276060374895329,0.359,0.173,0,"8","Lyn"
"Sub1",0,0.276049237766581,0.313,0.134,0,"8","Sub1"
"Map3k1",0,0.274026736036523,0.241,0.047,0,"8","Map3k1"
"Eef2.1",0,0.273327719289495,0.477,0.278,0,"8","Eef2"
"Fam107b.1",0,0.272090433633687,0.253,0.073,0,"8","Fam107b"
"Jund.1",0,0.269686733488454,0.357,0.178,0,"8","Jund"
"Ddx5.1",0,0.268452708653736,0.596,0.415,0,"8","Ddx5"
"Sp100",0,0.266913996013602,0.273,0.084,0,"8","Sp100"
"Faim3",0,0.264483140085031,0.121,0,0,"8","Faim3"
"Gm14303",0,0.262606397824141,0.127,0.021,0,"8","Gm14303"
"Dgkd",0,0.262455277790005,0.237,0.051,0,"8","Dgkd"
"Gm2000",0,0.26184344632394,0.176,0.049,0,"8","Gm2000"
"Ly86",0,0.261766209030453,0.22,0.031,0,"8","Ly86"
"Fli1",0,0.261703908858169,0.3,0.126,0,"8","Fli1"
"Fcer2a",0,0.260950662919759,0.15,0.004,0,"8","Fcer2a"
"Rpl24.3",0,0.260892734565716,0.477,0.284,0,"8","Rpl24"
"Tmsb10.6",0,0.260617042278745,0.545,0.264,0,"8","Tmsb10"
"Pfn1.6",0,0.25717763606278,0.397,0.203,0,"8","Pfn1"
"Limd2.1",0,0.255987694673769,0.244,0.059,0,"8","Limd2"
"Ptpn6.1",0,0.25355655101296,0.229,0.059,0,"8","Ptpn6"
"Cd53.1",0,0.253414406862282,0.291,0.102,0,"8","Cd53"
"Rrm2b",0,0.252079474693895,0.153,0.041,0,"8","Rrm2b"
"Chst3",0,0.251892982534847,0.173,0.009,0,"8","Chst3"
"Rbpms.2",0,-0.259190666039635,0.052,0.218,0,"8","Rbpms"
"Prdx6.1",0,-0.263939193634358,0.066,0.23,0,"8","Prdx6"
"Cadm1.4",0,-0.264733162047283,0.059,0.218,0,"8","Cadm1"
"Anxa2.1",0,-0.266347807618577,0.045,0.219,0,"8","Anxa2"
"Ptprk.4",0,-0.281245313771084,0.063,0.235,0,"8","Ptprk"
"Timp3.4",0,-0.283554884033629,0.045,0.197,0,"8","Timp3"
"Ghr.6",0,-0.284193552638854,0.049,0.208,0,"8","Ghr"
"9530026P05Rik.5",0,-0.296429234703567,0.044,0.208,0,"8","9530026P05Rik"
"Nrp1.3",0,-0.305284441069996,0.043,0.22,0,"8","Nrp1"
"Cmss1.6",0,-0.306027024084136,0.117,0.288,0,"8","Cmss1"
"Nav2.4",0,-0.307976434861547,0.025,0.193,0,"8","Nav2"
"Ager.5",0,-0.309483729861571,0.042,0.191,0,"8","Ager"
"Fmo2.5",0,-0.310358219286743,0.04,0.187,0,"8","Fmo2"
"Cdk14.4",0,-0.313512668690725,0.072,0.26,0,"8","Cdk14"
"Dlc1.4",0,-0.313804515579843,0.05,0.235,0,"8","Dlc1"
"Hp.5",0,-0.314565800621036,0.035,0.215,0,"8","Hp"
"Prex2.6",0,-0.319914468064558,0.047,0.203,0,"8","Prex2"
"Shroom3.4",0,-0.322062871094851,0.03,0.207,0,"8","Shroom3"
"Rbms1.4",0,-0.333120797672808,0.104,0.306,0,"8","Rbms1"
"Plcb1.4",0,-0.337934718307145,0.07,0.232,0,"8","Plcb1"
"Magi1.4",0,-0.342025069583575,0.028,0.179,0,"8","Magi1"
"Lgals3.7",0,-0.3466415975694,0.038,0.183,0,"8","Lgals3"
"Nfia.3",0,-0.34909146575239,0.049,0.269,0,"8","Nfia"
"Itm2b.2",0,-0.355633134651606,0.182,0.381,0,"8","Itm2b"
"Atp8a1.5",0,-0.355994456257197,0.127,0.3,0,"8","Atp8a1"
"S100a6.4",0,-0.358208134441021,0.131,0.323,0,"8","S100a6"
"Epas1.5",0,-0.361256343331072,0.144,0.333,0,"8","Epas1"
"Nebl.5",0,-0.363422691266157,0.028,0.196,0,"8","Nebl"
"Sptbn1.6",0,-0.366736043112296,0.185,0.387,0,"8","Sptbn1"
"Aldh1a1.7",0,-0.371160395333902,0.047,0.249,0,"8","Aldh1a1"
"Rbms3.6",0,-0.385761872453817,0.028,0.23,0,"8","Rbms3"
"Neat1.3",0,-0.391705533491196,0.165,0.371,0,"8","Neat1"
"Cd36.4",0,-0.39651955875763,0.107,0.339,0,"8","Cd36"
"App.3",0,-0.399337409273747,0.056,0.323,0,"8","App"
"Npc2.4",0,-0.401573448629008,0.086,0.264,0,"8","Npc2"
"Ptprm.4",0,-0.403646960634344,0.084,0.296,0,"8","Ptprm"
"Zbtb20.5",0,-0.408816749108246,0.309,0.526,0,"8","Zbtb20"
"Cd9.4",0,-0.413370590975162,0.052,0.242,0,"8","Cd9"
"Dock4.3",0,-0.414504848096544,0.035,0.23,0,"8","Dock4"
"Wfdc2.7",0,-0.418261875954184,0.049,0.247,0,"8","Wfdc2"
"Tyrobp.7",0,-0.432594952936889,0.051,0.204,0,"8","Tyrobp"
"Nfib.6",0,-0.438719318771791,0.074,0.333,0,"8","Nfib"
"Ifitm3.7",0,-0.438962388642264,0.078,0.266,0,"8","Ifitm3"
"Calcrl.6",0,-0.458473961988039,0.127,0.314,0,"8","Calcrl"
"Prickle2.5",0,-0.460308123435081,0.065,0.23,0,"8","Prickle2"
"Prkg1.5",0,-0.460612186108513,0.04,0.215,0,"8","Prkg1"
"Sfta3-ps.7",0,-0.471151957242768,0.033,0.249,0,"8","Sfta3-ps"
"Adgrl3.6",0,-0.473201244249902,0.082,0.254,0,"8","Adgrl3"
