"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"APOC1",0,3.61084828962392,0.936,0.079,0,"0","APOC1"
"FTL",0,3.40272269313217,0.999,0.86,0,"0","FTL"
"C1QB",0,3.38363884683102,0.896,0.058,0,"0","C1QB"
"FABP4",0,3.23261331309322,0.706,0.029,0,"0","FABP4"
"C1QA",0,3.12020881361436,0.925,0.062,0,"0","C1QA"
"APOE",0,2.89150312836966,0.888,0.046,0,"0","APOE"
"C1QC",0,2.82480827306994,0.907,0.044,0,"0","C1QC"
"FTH1",0,2.76252206421378,1,0.949,0,"0","FTH1"
"HLA-DRA",0,2.69880907127349,0.972,0.514,0,"0","HLA-DRA"
"CD74",0,2.5517964243431,0.985,0.692,0,"0","CD74"
"CTSD",0,2.36808563367722,0.965,0.395,0,"0","CTSD"
"TYROBP",0,2.31004237176599,0.959,0.132,0,"0","TYROBP"
"VIM",0,2.22964980526502,0.969,0.355,0,"0","VIM"
"CD52",0,2.21406950297773,0.816,0.103,0,"0","CD52"
"HLA-DRB1",0,2.19049326270303,0.965,0.475,0,"0","HLA-DRB1"
"MARCO",0,2.18670033969605,0.862,0.022,0,"0","MARCO"
"ALOX5AP",0,2.14035028506546,0.887,0.089,0,"0","ALOX5AP"
"FCER1G",0,2.12931724926987,0.948,0.123,0,"0","FCER1G"
"CD68",0,2.0910366324379,0.941,0.067,0,"0","CD68"
"CCL18",0,2.00604716669314,0.462,0.012,0,"0","CCL18"
"CRIP1",0,1.98778603835352,0.818,0.264,0,"0","CRIP1"
"ACP5",0,1.9554745833126,0.914,0.045,0,"0","ACP5"
"CCL20",0,1.91137743161584,0.381,0.106,0,"0","CCL20"
"GRN",0,1.90992177357458,0.931,0.214,0,"0","GRN"
"S100A4",0,1.89523703015002,0.933,0.364,0,"0","S100A4"
"FBP1",0,1.85413731503699,0.856,0.086,0,"0","FBP1"
"HLA-DPA1",0,1.83217916429602,0.946,0.356,0,"0","HLA-DPA1"
"HLA-DRB5",0,1.78090234772965,0.828,0.179,0,"0","HLA-DRB5"
"S100A11",0,1.76363902159009,0.984,0.659,0,"0","S100A11"
"HLA-DPB1",0,1.73974096749034,0.938,0.279,0,"0","HLA-DPB1"
"VSIG4",0,1.67185160368263,0.835,0.036,0,"0","VSIG4"
"IFI30",0,1.67007970616896,0.636,0.072,0,"0","IFI30"
"MCEMP1",0,1.64818795843996,0.792,0.019,0,"0","MCEMP1"
"TMSB4X",0,1.60170404212812,0.993,0.826,0,"0","TMSB4X"
"MRC1",0,1.56960868522877,0.829,0.032,0,"0","MRC1"
"CAPG",0,1.5647716225646,0.888,0.107,0,"0","CAPG"
"HLA-DQA1",0,1.54265760825315,0.823,0.132,0,"0","HLA-DQA1"
"HLA-DQB1",0,1.5345602170077,0.862,0.199,0,"0","HLA-DQB1"
"LGALS3",0,1.50502409835606,0.939,0.496,0,"0","LGALS3"
"PSAP",0,1.49985247737229,0.948,0.373,0,"0","PSAP"
"FN1",0,1.4979782504552,0.538,0.044,0,"0","FN1"
"IL1B",0,1.49247727642415,0.362,0.04,0,"0","IL1B"
"MS4A7",0,1.46677285195692,0.885,0.049,0,"0","MS4A7"
"S100A10",0,1.44152010857922,0.958,0.538,0,"0","S100A10"
"CST3",0,1.4235855125194,0.964,0.521,0,"0","CST3"
"CTSC",0,1.4068073500159,0.855,0.193,0,"0","CTSC"
"SERPINA1",0,1.37767307503717,0.871,0.219,0,"0","SERPINA1"
"CTSB",0,1.36884196690907,0.919,0.297,0,"0","CTSB"
"OLR1",0,1.35607622705592,0.772,0.024,0,"0","OLR1"
"LGALS1",0,1.3530378097567,0.887,0.229,0,"0","LGALS1"
"GCHFR",0,1.33332697242786,0.748,0.116,0,"0","GCHFR"
"LYZ",0,1.28041400038856,0.915,0.174,0,"0","LYZ"
"TSPO",0,1.27728198326753,0.91,0.345,0,"0","TSPO"
"CXCL3",0,1.27612362395093,0.626,0.147,0,"0","CXCL3"
"LAPTM5",0,1.2672652637169,0.915,0.157,0,"0","LAPTM5"
"CYBA",0,1.26150176376641,0.922,0.416,0,"0","CYBA"
"ACTB",0,1.25707714687322,0.986,0.849,0,"0","ACTB"
"SPI1",0,1.24737757312785,0.812,0.056,0,"0","SPI1"
"GLUL",0,1.23786294807027,0.901,0.424,0,"0","GLUL"
"SH3BGRL3",0,1.21542644800824,0.933,0.393,0,"0","SH3BGRL3"
"CES1",0,1.20806254874579,0.578,0.117,0,"0","CES1"
"CD163",0,1.19997563316739,0.709,0.052,0,"0","CD163"
"SNX10",0,1.18247175961102,0.729,0.035,0,"0","SNX10"
"GPNMB",0,1.16832620841842,0.697,0.018,0,"0","GPNMB"
"RETN",0,1.16089075655399,0.527,0.015,0,"0","RETN"
"PFN1",0,1.15227195756436,0.961,0.582,0,"0","PFN1"
"ALDH2",0,1.14875571759093,0.818,0.281,0,"0","ALDH2"
"CTSL",0,1.13541037550981,0.691,0.098,0,"0","CTSL"
"STXBP2",0,1.1321123597538,0.62,0.094,0,"0","STXBP2"
"CTSS",0,1.11534730385487,0.915,0.295,0,"0","CTSS"
"GPX1",0,1.11461894572092,0.888,0.366,0,"0","GPX1"
"ATP6V0C",0,1.10893400811928,0.868,0.17,0,"0","ATP6V0C"
"TREM1",0,1.10809575201981,0.712,0.027,0,"0","TREM1"
"C1orf162",0,1.10697298016907,0.794,0.077,0,"0","C1orf162"
"CSTB",0,1.10195713757249,0.944,0.522,0,"0","CSTB"
"AC090498.1",0,1.0977127252228,0.553,0.187,0,"0","AC090498.1"
"CXCL5",0,1.09004345078485,0.346,0.008,0,"0","CXCL5"
"AIF1",0,1.07002077776591,0.778,0.073,0,"0","AIF1"
"MT-CO2",0,1.05153631231219,0.644,0.763,0,"0","MT-CO2"
"ANXA5",0,1.04842246307418,0.888,0.325,0,"0","ANXA5"
"OAZ1",0,1.04793265477401,0.962,0.648,0,"0","OAZ1"
"MSR1",0,1.04028679024203,0.635,0.018,0,"0","MSR1"
"FABP5",0,1.03935195539013,0.814,0.28,0,"0","FABP5"
"CFD",0,1.0270672219342,0.639,0.086,0,"0","CFD"
"MT-ND4L",0,1.01296507998507,0.562,0.397,0,"0","MT-ND4L"
"CXCL16",0,0.999922989911796,0.768,0.096,0,"0","CXCL16"
"MYL6",0,0.998355159715011,0.96,0.779,0,"0","MYL6"
"GSTO1",0,0.995978629670243,0.786,0.184,0,"0","GSTO1"
"CYP27A1",0,0.989095912880455,0.664,0.032,0,"0","CYP27A1"
"SLC11A1",0,0.9803980462766,0.68,0.041,0,"0","SLC11A1"
"HLA-DMA",0,0.966043910319702,0.816,0.207,0,"0","HLA-DMA"
"MS4A4A",0,0.961269619665806,0.655,0.023,0,"0","MS4A4A"
"MGST3",0,0.95930838505582,0.821,0.319,0,"0","MGST3"
"TMSB10",0,0.954622652503873,0.974,0.787,0,"0","TMSB10"
"LTA4H",0,0.950722511019354,0.713,0.114,0,"0","LTA4H"
"HLA-DRB6",0,0.950141210673651,0.319,0.074,0,"0","HLA-DRB6"
"BCL2A1",0,0.948734719617362,0.598,0.045,0,"0","BCL2A1"
"ATP6V1F",0,0.942298384628425,0.823,0.234,0,"0","ATP6V1F"
"FCGRT",0,0.935979781216099,0.82,0.199,0,"0","FCGRT"
"PLIN2",0,0.935384603118265,0.692,0.141,0,"0","PLIN2"
"GLIPR2",0,0.931426067514163,0.677,0.1,0,"0","GLIPR2"
"GRINA",0,0.922149547322908,0.752,0.128,0,"0","GRINA"
"S100A6",0,0.886285682116348,0.987,0.902,0,"0","S100A6"
"CTSZ",0,0.880101839519045,0.657,0.111,0,"0","CTSZ"
"GLRX",0,0.872677101925324,0.716,0.165,0,"0","GLRX"
"INHBA",0,0.866035916693297,0.461,0.008,0,"0","INHBA"
"FABP3",0,0.856753440423207,0.207,0.003,0,"0","FABP3"
"ALOX5",0,0.841467310603412,0.622,0.027,0,"0","ALOX5"
"HEXB",0,0.839710308771024,0.665,0.085,0,"0","HEXB"
"LPL",0,0.836662408362368,0.535,0.048,0,"0","LPL"
"ATP6V0B",0,0.832391550273359,0.82,0.251,0,"0","ATP6V0B"
"IFI6",0,0.81939209740566,0.573,0.165,0,"0","IFI6"
"SERPING1",0,0.815980949969654,0.552,0.144,0,"0","SERPING1"
"HLA-DQA2",0,0.810647711229328,0.376,0.059,0,"0","HLA-DQA2"
"NOP10",0,0.803887552191378,0.77,0.244,0,"0","NOP10"
"ALDOA",0,0.802059593295939,0.814,0.306,0,"0","ALDOA"
"CYBB",0,0.799415249757645,0.524,0.05,0,"0","CYBB"
"IGSF6",0,0.791630904733825,0.498,0.035,0,"0","IGSF6"
"LST1",0,0.78787857531566,0.563,0.062,0,"0","LST1"
"FCGR3A",0,0.780854065111097,0.621,0.074,0,"0","FCGR3A"
"TXN",0,0.778911927052711,0.864,0.508,0,"0","TXN"
"YBX1",0,0.776265134801572,0.919,0.572,0,"0","YBX1"
"GABARAP",0,0.773503758313572,0.882,0.342,0,"0","GABARAP"
"SDCBP",0,0.763754345801068,0.803,0.265,0,"0","SDCBP"
"TFRC",0,0.76172342929447,0.492,0.06,0,"0","TFRC"
"EMP3",0,0.756574347089166,0.669,0.199,0,"0","EMP3"
"TREM2",0,0.75269790879034,0.468,0.012,0,"0","TREM2"
"ATP5E",0,0.748358876704622,0.832,0.377,0,"0","ATP5E"
"ARPC3",0,0.747863369036413,0.893,0.447,0,"0","ARPC3"
"PLAUR",0,0.746722420937786,0.635,0.112,0,"0","PLAUR"
"TNFAIP6",0,0.744021726583954,0.16,0.011,0,"0","TNFAIP6"
"RBP4",0,0.742871692367594,0.312,0.003,0,"0","RBP4"
"PYCARD",0,0.73651196879564,0.661,0.131,0,"0","PYCARD"
"ASAH1",0,0.7327681795847,0.782,0.326,0,"0","ASAH1"
"B2M",0,0.728220436978848,0.997,0.945,0,"0","B2M"
"MT1G",0,0.727426014619185,0.114,0.034,0,"0","MT1G"
"PGD",0,0.725916362931123,0.627,0.099,0,"0","PGD"
"SRGN",0,0.71635927053985,0.838,0.273,0,"0","SRGN"
"SERF2",0,0.715768445748127,0.962,0.775,0,"0","SERF2"
"CD37",0,0.710760724963678,0.608,0.107,0,"0","CD37"
"CFL1",0,0.706116638766752,0.908,0.591,0,"0","CFL1"
"GLDN",0,0.70403184265888,0.446,0.009,0,"0","GLDN"
"TCEB2",0,0.700513723823438,0.773,0.271,0,"0","TCEB2"
"RPL28",0,0.700405129653533,0.978,0.831,0,"0","RPL28"
"APOC4-APOC2",0,0.691547232274796,0.148,0.003,0,"0","APOC4-APOC2"
"LINC01272",0,0.685124838786675,0.506,0.022,0,"0","LINC01272"
"ARPC1B",0,0.683135278222434,0.799,0.315,0,"0","ARPC1B"
"SLC7A7",0,0.674625957641025,0.535,0.035,0,"0","SLC7A7"
"RPL39",0,0.668209204614854,0.953,0.776,0,"0","RPL39"
"CSTA",0,0.665558155447911,0.588,0.132,0,"0","CSTA"
"CD44",0,0.652225360035917,0.643,0.227,0,"0","CD44"
"PLBD1",0,0.650267544512026,0.484,0.034,0,"0","PLBD1"
"PSMA6",0,0.650221481954767,0.604,0.136,0,"0","PSMA6"
"GPX4",0,0.647630565292312,0.904,0.512,0,"0","GPX4"
"FCGR2A",0,0.643585151166812,0.48,0.041,0,"0","FCGR2A"
"RPS13",0,0.64008455247069,0.954,0.823,0,"0","RPS13"
"AKR1C3",0,0.639781358917825,0.446,0.134,0,"0","AKR1C3"
"PPT1",0,0.633206794168176,0.563,0.087,0,"0","PPT1"
"NCF2",0,0.631046806399902,0.52,0.048,0,"0","NCF2"
"ATP5G3",0,0.630160560689072,0.693,0.22,0,"0","ATP5G3"
"MNDA",0,0.629361429057248,0.485,0.045,0,"0","MNDA"
"HLA-DMB",0,0.62219563479995,0.546,0.08,0,"0","HLA-DMB"
"PPARG",0,0.620667420003653,0.431,0.009,0,"0","PPARG"
"CD63",0,0.609342165652627,0.88,0.637,0,"0","CD63"
"THBS1",0,0.609268245676038,0.506,0.091,0,"0","THBS1"
"LOC731424",0,0.600991976966745,0.261,0.004,0,"0","LOC731424"
"FPR2",0,0.600230769980912,0.399,0.015,0,"0","FPR2"
"LRPAP1",0,0.599297352787133,0.624,0.174,0,"0","LRPAP1"
"IL1RN",0,0.584701466020747,0.222,0.03,0,"0","IL1RN"
"COTL1",0,0.584027902323082,0.657,0.12,0,"0","COTL1"
"FPR1",0,0.583659788996779,0.431,0.037,0,"0","FPR1"
"NME2",0,0.582080074911375,0.508,0.157,0,"0","NME2"
"SH3BGRL",0,0.580621287027985,0.661,0.207,0,"0","SH3BGRL"
"SOD2",0,0.579785248213396,0.457,0.302,0,"0","SOD2"
"PPIA",0,0.578824599155693,0.903,0.624,0,"0","PPIA"
"AP2S1",0,0.572938099106648,0.647,0.194,0,"0","AP2S1"
"CCDC88A",0,0.571109738447175,0.48,0.05,0,"0","CCDC88A"
"DAB2",0,0.56020427614565,0.466,0.047,0,"0","DAB2"
"LAMP2",0,0.558523869053803,0.522,0.103,0,"0","LAMP2"
"MMP19",0,0.557216542144868,0.335,0.014,0,"0","MMP19"
"LCP1",0,0.554815712709421,0.554,0.12,0,"0","LCP1"
"EVI2B",0,0.554455132043077,0.444,0.054,0,"0","EVI2B"
"RNF149",0,0.552650482985423,0.483,0.101,0,"0","RNF149"
"LIPA",0,0.546559985935828,0.379,0.068,0,"0","LIPA"
"TNFSF13",0,0.545583033058755,0.359,0.021,0,"0","TNFSF13"
"TUBA1B",0,0.545155458852861,0.697,0.412,0,"0","TUBA1B"
"C5AR1",0,0.543989613450145,0.478,0.079,0,"0","C5AR1"
"ZNF706",0,0.543032620125013,0.606,0.188,0,"0","ZNF706"
"CD53",0,0.541742910670813,0.554,0.101,0,"0","CD53"
"HCK",0,0.534007411524177,0.411,0.029,0,"0","HCK"
"HMOX1",0,0.533406558034569,0.316,0.072,0,"0","HMOX1"
"SLC31A2",0,0.532156773268642,0.438,0.033,0,"0","SLC31A2"
"MT-ATP8",0,0.529900166114973,0.501,0.241,0,"0","MT-ATP8"
"TAGLN2",0,0.528597511290845,0.777,0.45,0,"0","TAGLN2"
"ARPC5",0,0.526975739949968,0.669,0.249,0,"0","ARPC5"
"LGALS9",0,0.526121933702478,0.471,0.068,0,"0","LGALS9"
"SNX2",0,0.522121931617267,0.492,0.106,0,"0","SNX2"
"S100A9",0,0.52168821228911,0.661,0.222,0,"0","S100A9"
"PILRA",0,0.521649645989585,0.419,0.023,0,"0","PILRA"
"RGCC",0,0.519031822201861,0.691,0.259,0,"0","RGCC"
"UPP1",0,0.515868698599874,0.501,0.094,0,"0","UPP1"
"CHCHD10",0,0.513803659516901,0.6,0.212,0,"0","CHCHD10"
"LGALS3BP",0,0.513289480098847,0.501,0.197,0,"0","LGALS3BP"
"RMDN3",0,0.512088200835665,0.421,0.052,0,"0","RMDN3"
"CCL4L1",0,0.511833974965482,0.174,0.01,0,"0","CCL4L1"
"GCA",0,0.511261880276469,0.433,0.062,0,"0","GCA"
"RNASEK",0,0.50887592100792,0.503,0.147,0,"0","RNASEK"
"C15orf48",0,0.507060075862427,0.284,0.087,0,"0","C15orf48"
"RPS27L",0,0.499863331982865,0.644,0.304,0,"0","RPS27L"
"HNMT",0,0.49969458708422,0.457,0.07,0,"0","HNMT"
"PNPLA6",0,0.495276019620452,0.393,0.029,0,"0","PNPLA6"
"PSMA7",0,0.49491400906666,0.753,0.376,0,"0","PSMA7"
"TPT1",0,0.494795500164988,0.976,0.915,0,"0","TPT1"
"VASP",0,0.49423649490731,0.488,0.108,0,"0","VASP"
"SLCO2B1",0,0.491727192809959,0.384,0.024,0,"0","SLCO2B1"
"ACSL1",0,0.487741032922166,0.434,0.088,0,"0","ACSL1"
"PCOLCE2",0,0.483040207408208,0.32,0.003,0,"0","PCOLCE2"
"FAU",0,0.480084402257439,0.959,0.793,0,"0","FAU"
"MFSD1",0,0.479763559895603,0.452,0.091,0,"0","MFSD1"
"ATP6V0D1",0,0.478492029922887,0.521,0.152,0,"0","ATP6V0D1"
"MS4A6A",0,0.478203591228525,0.391,0.055,0,"0","MS4A6A"
"LY96",0,0.476762139269042,0.398,0.028,0,"0","LY96"
"HN1",0,0.474124929495101,0.473,0.115,0,"0","HN1"
"H2AFY",0,0.471551437384123,0.603,0.237,0,"0","H2AFY"
"FLNA",0,0.470480948510984,0.504,0.139,0,"0","FLNA"
"ABCG1",0,0.470074645184633,0.36,0.037,0,"0","ABCG1"
"LAIR1",0,0.468311659408096,0.39,0.034,0,"0","LAIR1"
"GMFG",0,0.466461846515385,0.556,0.154,0,"0","GMFG"
"LRP1",0,0.465869775476977,0.368,0.036,0,"0","LRP1"
"PRDX1",0,0.465786960877997,0.804,0.503,0,"0","PRDX1"
"ATP6AP1",0,0.46107236547436,0.487,0.124,0,"0","ATP6AP1"
"ARPC2",0,0.460136825165443,0.814,0.479,0,"0","ARPC2"
"CPVL",0,0.458414594090493,0.382,0.036,0,"0","CPVL"
"DOK2",0,0.457290791974828,0.397,0.048,0,"0","DOK2"
"CEBPB",0,0.451472762556221,0.621,0.319,0,"0","CEBPB"
"VAMP8",0,0.450943585184212,0.794,0.414,0,"0","VAMP8"
"RP11-598F7.3",0,0.450823490390704,0.236,0.002,0,"0","RP11-598F7.3"
"TYMP",0,0.448776480972362,0.564,0.256,0,"0","TYMP"
"TIMP2",0,0.446682954351802,0.384,0.043,0,"0","TIMP2"
"RNF130",0,0.44469974715769,0.492,0.138,0,"0","RNF130"
"VAT1",0,0.442688026027883,0.395,0.063,0,"0","VAT1"
"PRR13",0,0.441903732520032,0.598,0.239,0,"0","PRR13"
"C3AR1",0,0.441171053380653,0.34,0.024,0,"0","C3AR1"
"LAMP1",0,0.43913702152157,0.557,0.214,0,"0","LAMP1"
"PLXDC2",0,0.438955812289512,0.364,0.048,0,"0","PLXDC2"
"CLIC1",0,0.438335108965936,0.842,0.508,0,"0","CLIC1"
"DEFB1",0,0.437822835734246,0.283,0.032,0,"0","DEFB1"
"AKR1B1",0,0.436849933867001,0.367,0.061,0,"0","AKR1B1"
"GPCPD1",0,0.434092359436564,0.387,0.081,0,"0","GPCPD1"
"RHOA",0,0.433851492757432,0.796,0.446,0,"0","RHOA"
"PLD3",0,0.431864075793089,0.426,0.175,0,"0","PLD3"
"KYNU",0,0.430111767940041,0.313,0.041,0,"0","KYNU"
"LITAF",0,0.428929928919239,0.602,0.244,0,"0","LITAF"
"CORO1C",0,0.426400321402852,0.383,0.052,0,"0","CORO1C"
"LAMTOR1",0,0.425489131655656,0.536,0.206,0,"0","LAMTOR1"
"TALDO1",0,0.424810928030819,0.568,0.248,0,"0","TALDO1"
"APIP",0,0.423590964561196,0.371,0.053,0,"0","APIP"
"PTPN6",0,0.421079434235672,0.389,0.058,0,"0","PTPN6"
"BCAP31",0,0.416249747964126,0.562,0.23,0,"0","BCAP31"
"ANXA2",0,0.415542565171163,0.873,0.602,0,"0","ANXA2"
"POLD4",0,0.414528841333219,0.43,0.099,0,"0","POLD4"
"CD81",0,0.413343574919487,0.619,0.289,0,"0","CD81"
"IFNGR2",0,0.408966729517944,0.382,0.084,0,"0","IFNGR2"
"LY6E",0,0.405667497827873,0.641,0.386,0,"0","LY6E"
"VCAN",0,0.40488627658148,0.281,0.052,0,"0","VCAN"
"LY86",0,0.404227795021076,0.322,0.019,0,"0","LY86"
"FXYD5",0,0.403930794393355,0.538,0.192,0,"0","FXYD5"
"GNG5",0,0.402891367860042,0.714,0.398,0,"0","GNG5"
"GAA",0,0.40263510553833,0.346,0.039,0,"0","GAA"
"S100A8",0,0.40220823308354,0.518,0.108,0,"0","S100A8"
"IL3RA",0,0.401599856931204,0.306,0.042,0,"0","IL3RA"
"COMT",0,0.400803715981774,0.508,0.2,0,"0","COMT"
"ZYX",0,0.399921284196446,0.409,0.106,0,"0","ZYX"
"PHLDA3",0,0.399465633195444,0.331,0.046,0,"0","PHLDA3"
"BAX",0,0.399307476379591,0.444,0.133,0,"0","BAX"
"ARRB2",0,0.397789301426118,0.399,0.079,0,"0","ARRB2"
"BHLHE41",0,0.397382032332417,0.305,0.029,0,"0","BHLHE41"
"RNF13",0,0.397004018598823,0.43,0.121,0,"0","RNF13"
"C4orf48",0,0.396628441676934,0.429,0.11,0,"0","C4orf48"
"FGR",0,0.395255541741107,0.368,0.065,0,"0","FGR"
"CD83",0,0.395065420606856,0.393,0.11,0,"0","CD83"
"ITGB2",0,0.394971101717948,0.432,0.115,0,"0","ITGB2"
"MDH1",0,0.394375126940327,0.469,0.167,0,"0","MDH1"
"FCGR1A",0,0.394019950542124,0.294,0.012,0,"0","FCGR1A"
"ANPEP",0,0.393728562674198,0.305,0.024,0,"0","ANPEP"
"FUOM",0,0.392218639303653,0.327,0.028,0,"0","FUOM"
"ARL6IP1",0,0.392100987954487,0.528,0.202,0,"0","ARL6IP1"
"GYPC",0,0.391728026105849,0.443,0.119,0,"0","GYPC"
"TGFBI",0,0.38946992172795,0.321,0.033,0,"0","TGFBI"
"SMCO4",0,0.388525301884743,0.338,0.048,0,"0","SMCO4"
"MAFB",0,0.386992544035569,0.348,0.083,0,"0","MAFB"
"ATP6V1B2",0,0.386912279056694,0.348,0.055,0,"0","ATP6V1B2"
"PKM",0,0.386638121646208,0.664,0.335,0,"0","PKM"
"USMG5",0,0.386537814003529,0.553,0.226,0,"0","USMG5"
"RPL30",0,0.385500106880206,0.958,0.811,0,"0","RPL30"
"ARHGDIB",0,0.384152707527098,0.661,0.249,0,"0","ARHGDIB"
"AKIRIN2",0,0.38386981881556,0.368,0.079,0,"0","AKIRIN2"
"RNH1",0,0.382518239124041,0.527,0.216,0,"0","RNH1"
"ABHD5",0,0.38206814518728,0.306,0.073,0,"0","ABHD5"
"HEXA",0,0.381443286324939,0.374,0.087,0,"0","HEXA"
"SYNGR2",0,0.380861181007632,0.492,0.207,0,"0","SYNGR2"
"HCST",0,0.380199089797194,0.395,0.112,0,"0","HCST"
"TUBB",0,0.378408742913054,0.558,0.225,0,"0","TUBB"
"GRB2",0,0.375316432890777,0.439,0.134,0,"0","GRB2"
"CAP1",0,0.373753034698642,0.549,0.23,0,"0","CAP1"
"SEC11A",0,0.373371737280928,0.502,0.227,0,"0","SEC11A"
"BLVRA",0,0.373026243274931,0.379,0.088,0,"0","BLVRA"
"PGK1",0,0.371446785842077,0.558,0.275,0,"0","PGK1"
"MCOLN1",0,0.369938785167406,0.317,0.037,0,"0","MCOLN1"
"REEP5",0,0.369671612594723,0.521,0.223,0,"0","REEP5"
"RPS24",0,0.368925618613103,0.965,0.83,0,"0","RPS24"
"SQRDL",0,0.367218619431253,0.348,0.078,0,"0","SQRDL"
"ATP6V0E1",0,0.363129019015209,0.721,0.411,0,"0","ATP6V0E1"
"RAB31",0,0.362393967179779,0.399,0.111,0,"0","RAB31"
"GPD1",0,0.360730640133551,0.245,0.003,0,"0","GPD1"
"ADAMTSL4",0,0.360089370092505,0.273,0.009,0,"0","ADAMTSL4"
"CTSA",0,0.356906026793615,0.35,0.099,0,"0","CTSA"
"TPP1",0,0.35671533721281,0.35,0.076,0,"0","TPP1"
"TNIP3",0,0.355186691360146,0.178,0.021,0,"0","TNIP3"
"SNX3",0,0.354491447674995,0.611,0.305,0,"0","SNX3"
"CLEC7A",0,0.354423383339036,0.321,0.052,0,"0","CLEC7A"
"DECR1",0,0.353866771173883,0.392,0.117,0,"0","DECR1"
"PFDN5",0,0.353850250845313,0.903,0.652,0,"0","PFDN5"
"RGS10",0,0.353236327912995,0.342,0.074,0,"0","RGS10"
"BRI3",0,0.350095791523667,0.575,0.323,0,"0","BRI3"
"YWHAH",0,0.348602474007563,0.484,0.205,0,"0","YWHAH"
"NCEH1",0,0.347510522620752,0.276,0.027,0,"0","NCEH1"
"VPS29",0,0.34657839289634,0.473,0.193,0,"0","VPS29"
"LPXN",0,0.346494159367058,0.298,0.032,0,"0","LPXN"
"OASL",0,0.345272936222323,0.247,0.014,0,"0","OASL"
"CREG1",0,0.344734074875686,0.368,0.11,0,"0","CREG1"
"AGRP",0,0.34324737939002,0.21,0.002,0,"0","AGRP"
"SIRPA",0,0.339430006563458,0.279,0.025,0,"0","SIRPA"
"EEF1A1",0,0.339165313926481,0.994,0.976,0,"0","EEF1A1"
"EML4",0,0.338220039676228,0.371,0.118,0,"0","EML4"
"RHOG",0,0.337334587300611,0.387,0.108,0,"0","RHOG"
"ATP5G2",0,0.33488960404861,0.612,0.329,0,"0","ATP5G2"
"ATP5L",0,0.334322113964256,0.712,0.331,0,"0","ATP5L"
"RPS28",0,0.333940573317846,0.962,0.841,0,"0","RPS28"
"MAN2B1",0,0.333676900580582,0.287,0.035,0,"0","MAN2B1"
"RNASET2",0,0.333057481547061,0.386,0.106,0,"0","RNASET2"
"THEMIS2",0,0.332648096376673,0.295,0.039,0,"0","THEMIS2"
"MPP1",0,0.332613894595967,0.276,0.029,0,"0","MPP1"
"SPG21",0,0.332535193251827,0.358,0.092,0,"0","SPG21"
"AQP9",0,0.331683355691884,0.227,0.013,0,"0","AQP9"
"RAB13",0,0.330759106866095,0.428,0.176,0,"0","RAB13"
"TKT",0,0.329034188975301,0.545,0.269,0,"0","TKT"
"MT1F",0,0.328719045067899,0.191,0.06,0,"0","MT1F"
"TBXAS1",0,0.328487180105138,0.293,0.047,0,"0","TBXAS1"
"FERMT3",0,0.327275320035846,0.297,0.046,0,"0","FERMT3"
"AKR1C2",0,0.326877199672819,0.204,0.091,0,"0","AKR1C2"
"ITM2B",0,0.326747049316464,0.874,0.641,0,"0","ITM2B"
"ZEB2",0,0.3241135224518,0.325,0.082,0,"0","ZEB2"
"PTPMT1",0,0.32107387229717,0.324,0.082,0,"0","PTPMT1"
"ATP5J2",0,0.320363814452941,0.508,0.218,0,"0","ATP5J2"
"SLC16A3",0,0.32026635048547,0.353,0.111,0,"0","SLC16A3"
"TMED5",0,0.318170310770122,0.316,0.074,0,"0","TMED5"
"SPN",0,0.317574024234259,0.274,0.036,0,"0","SPN"
"CD14",0,0.316806656244407,0.338,0.097,0,"0","CD14"
"RAC1",0,0.316792745891756,0.8,0.494,0,"0","RAC1"
"TRPV2",0,0.315781486105138,0.262,0.024,0,"0","TRPV2"
"SEPT11",0,0.315195293173065,0.295,0.053,0,"0","SEPT11"
"MYDGF",0,0.315133778713517,0.47,0.211,0,"0","MYDGF"
"MME",0,0.313980493310157,0.23,0.006,0,"0","MME"
"IL18",0,0.313411378362716,0.281,0.079,0,"0","IL18"
"FAM96A",0,0.312178044747656,0.297,0.059,0,"0","FAM96A"
"CARD16",0,0.311673212742833,0.348,0.1,0,"0","CARD16"
"TWF2",0,0.311531360671136,0.306,0.061,0,"0","TWF2"
"CRTAP",0,0.309010393697871,0.305,0.074,0,"0","CRTAP"
"OSCAR",0,0.30869587607186,0.231,0.007,0,"0","OSCAR"
"SCCPDH",0,0.306970777463505,0.314,0.076,0,"0","SCCPDH"
"LYAR",0,0.306600140441429,0.274,0.068,0,"0","LYAR"
"GM2A",0,0.306533106525498,0.252,0.029,0,"0","GM2A"
"EIF4EBP1",0,0.304522216401651,0.306,0.066,0,"0","EIF4EBP1"
"RENBP",0,0.303339497122827,0.258,0.028,0,"0","RENBP"
"CD302",0,0.302323652110806,0.296,0.081,0,"0","CD302"
"NCF4",0,0.302112355061617,0.249,0.021,0,"0","NCF4"
"ARRDC4",0,0.300209908777268,0.224,0.016,0,"0","ARRDC4"
"PLEK",0,0.299503492789528,0.262,0.065,0,"0","PLEK"
"CECR1",0,0.298809162271456,0.25,0.036,0,"0","CECR1"
"HCLS1",0,0.298477300619589,0.345,0.099,0,"0","HCLS1"
"ATP2B1",0,0.297676058454503,0.264,0.091,0,"0","ATP2B1"
"VDAC1",0,0.297181797011036,0.428,0.188,0,"0","VDAC1"
