"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"IFITM1.1",0,-0.5546206218699,0.021,0.189,0,"1","IFITM1"
"LMNA.1",0,-0.556530016785102,0.157,0.407,0,"1","LMNA"
"DUSP1",0,-0.55832402012281,0.496,0.649,0,"1","DUSP1"
"RPL38",0,-0.559552830075324,0.428,0.72,0,"1","RPL38"
"ACP5.1",0,-0.560000986999701,0.007,0.168,0,"1","ACP5"
"RPL36A.1",0,-0.561893143090709,0.204,0.502,0,"1","RPL36A"
"C8orf4.1",0,-0.563650724981684,0.004,0.172,0,"1","C8orf4"
"IFI30.1",0,-0.564033707536511,0.007,0.157,0,"1","IFI30"
"ATP5L.1",0,-0.568282946001298,0.066,0.415,0,"1","ATP5L"
"PPIA.1",0,-0.569575945949125,0.37,0.693,0,"1","PPIA"
"GPX3.1",0,-0.572594876156104,0.057,0.181,0,"1","GPX3"
"ARHGDIB.1",0,-0.57778026648789,0.023,0.332,0,"1","ARHGDIB"
"IL32.1",0,-0.583221694484339,0.009,0.182,0,"1","IL32"
"TSC22D3.1",0,-0.586595408497019,0.13,0.374,0,"1","TSC22D3"
"MGST1.1",0,-0.588769066952689,0.189,0.402,0,"1","MGST1"
"C10orf10.1",0,-0.590699887716408,0.009,0.11,0,"1","C10orf10"
"HSPB1.1",0,-0.594109958179708,0.319,0.491,0,"1","HSPB1"
"SDPR.1",0,-0.59618443042706,0.007,0.131,0,"1","SDPR"
"ALDOA.1",0,-0.604007370758871,0.075,0.402,0,"1","ALDOA"
"CTSC.1",0,-0.60447119084771,0.045,0.301,0,"1","CTSC"
"EEF1D.1",0,-0.606189627987301,0.225,0.616,0,"1","EEF1D"
"RAMP2.1",0,-0.608005200223319,0.007,0.13,0,"1","RAMP2"
"ID1.1",0,-0.609631658612559,0.116,0.312,0,"1","ID1"
"AQP1.1",0,-0.613094823933923,0.015,0.204,0,"1","AQP1"
"LAPTM5.1",0,-0.615710377816869,0.02,0.277,0,"1","LAPTM5"
"MARCO.1",0,-0.621862030006086,0.002,0.139,0,"1","MARCO"
"EEF1G",0,-0.624746621752396,0.048,0.389,0,"1","EEF1G"
"SLPI.1",0,-0.627412328489788,0.907,0.502,0,"1","SLPI"
"RPL7.1",0,-0.631233810412223,0.624,0.809,0,"1","RPL7"
"RPL27",0,-0.640843219114198,0.456,0.78,0,"1","RPL27"
"RPS8",0,-0.641475222212578,0.816,0.916,0,"1","RPS8"
"RPS17.1",0,-0.650599993778562,0.404,0.671,0,"1","RPS17"
"EEF1B2",0,-0.657763154380506,0.234,0.611,0,"1","EEF1B2"
"EIF1",0,-0.660342975236319,0.722,0.91,0,"1","EIF1"
"RPS16",0,-0.662155316157747,0.624,0.861,0,"1","RPS16"
"RPL24.1",0,-0.675478969959474,0.497,0.8,0,"1","RPL24"
"TMEM100.1",0,-0.683454863740646,0.001,0.107,0,"1","TMEM100"
"RPSA.1",0,-0.688354221557131,0.443,0.733,0,"1","RPSA"
"CD68.1",0,-0.695922135762269,0.005,0.194,0,"1","CD68"
"TIMP1",0,-0.70255839499607,0.077,0.327,0,"1","TIMP1"
"RPS5",0,-0.711233954440117,0.5,0.794,0,"1","RPS5"
"UBA52.1",0,-0.712589690398581,0.42,0.777,0,"1","UBA52"
"RPL27A.1",0,-0.715789862313253,0.592,0.795,0,"1","RPL27A"
"RPS25",0,-0.72501073762103,0.611,0.87,0,"1","RPS25"
"SPARCL1.1",0,-0.730420962756116,0.026,0.157,0,"1","SPARCL1"
"ADIRF.1",0,-0.733023614029182,0.037,0.313,0,"1","ADIRF"
"NACA",0,-0.74034473209319,0.403,0.758,0,"1","NACA"
"MT1M.1",0,-0.743668598034634,0.006,0.123,0,"1","MT1M"
"IFITM2.1",0,-0.74498824647101,0.095,0.399,0,"1","IFITM2"
"RPL9",0,-0.745662129349321,0.614,0.87,0,"1","RPL9"
"CST3.1",0,-0.760153660899727,0.438,0.591,0,"1","CST3"
"CAV1.1",0,-0.761926142125137,0.014,0.205,0,"1","CAV1"
"HLA-DRB5.1",0,-0.762705232212304,0.09,0.278,0,"1","HLA-DRB5"
"LGALS1.1",0,-0.765315680506917,0.068,0.338,0,"1","LGALS1"
"MGP.1",0,-0.768170857980855,0.013,0.116,0,"1","MGP"
"RPL10A.1",0,-0.769544488713341,0.487,0.781,0,"1","RPL10A"
"SLC25A6",0,-0.771358098222698,0.039,0.507,0,"1","SLC25A6"
"ATP5E.1",0,-0.777051380614886,0.078,0.475,0,"1","ATP5E"
"RPL6",0,-0.778311235547993,0.59,0.848,0,"1","RPL6"
"SOD2.1",0,-0.779799093138766,0.039,0.354,0,"1","SOD2"
"CFL1.1",0,-0.783226931095582,0.293,0.669,0,"1","CFL1"
"RPL5.1",0,-0.783853746600792,0.45,0.77,0,"1","RPL5"
"RPL35A",0,-0.784138772502602,0.599,0.87,0,"1","RPL35A"
"ALOX5AP.1",0,-0.78501908367896,0.004,0.208,0,"1","ALOX5AP"
"RPS10",0,-0.786664952950144,0.298,0.653,0,"1","RPS10"
"GRN.1",0,-0.78782033744024,0.032,0.334,0,"1","GRN"
"RPL3.1",0,-0.792050218407371,0.731,0.893,0,"1","RPL3"
"RPS4X.1",0,-0.796436072818231,0.678,0.866,0,"1","RPS4X"
"RPL21",0,-0.797081094365026,0.742,0.904,0,"1","RPL21"
"RPS7",0,-0.798968836115374,0.555,0.843,0,"1","RPS7"
"CXCL3.1",0,-0.799670189142407,0.022,0.227,0,"1","CXCL3"
"SH3BGRL3.1",0,-0.805263863819151,0.228,0.487,0,"1","SH3BGRL3"
"SFTPD.1",0,-0.80943432279778,0.009,0.18,0,"1","SFTPD"
"RPS9",0,-0.809673693238299,0.617,0.864,0,"1","RPS9"
"FAU.1",0,-0.816281394627127,0.528,0.847,0,"1","FAU"
"TM4SF1.1",0,-0.820917272822175,0.045,0.299,0,"1","TM4SF1"
"BTG1.1",0,-0.823556943543263,0.198,0.54,0,"1","BTG1"
"RPS26",0,-0.828425038335339,0.467,0.713,0,"1","RPS26"
"RPL15",0,-0.831132644617545,0.633,0.883,0,"1","RPL15"
"RPLP0",0,-0.834249507456017,0.518,0.801,0,"1","RPLP0"
"HLA-DPA1.1",0,-0.836425028379896,0.292,0.444,0,"1","HLA-DPA1"
"RPL36",0,-0.83863558003248,0.49,0.839,0,"1","RPL36"
"SFTA2.1",0,-0.843529582170212,0.023,0.207,0,"1","SFTA2"
"RPS27A",0,-0.850177221095131,0.739,0.923,0,"1","RPS27A"
"EPAS1.1",0,-0.854175277221874,0.053,0.285,0,"1","EPAS1"
"AREG",0,-0.855212660651579,0.066,0.269,0,"1","AREG"
"HOPX.1",0,-0.860282518672914,0.041,0.271,0,"1","HOPX"
"TXNIP",0,-0.861690260181965,0.28,0.542,0,"1","TXNIP"
"RPL34",0,-0.870226910204773,0.786,0.927,0,"1","RPL34"
"RPL35",0,-0.877839612439854,0.394,0.812,0,"1","RPL35"
"HLA-A",0,-0.882126928044065,0.582,0.705,0,"1","HLA-A"
"HLA-DPB1.1",0,-0.89146283640086,0.127,0.387,0,"1","HLA-DPB1"
"RPL22",0,-0.894189088192868,0.24,0.737,0,"1","RPL22"
"RPL13.1",0,-0.9054646399934,0.877,0.953,0,"1","RPL13"
"CD52.1",0,-0.907769688541435,0.004,0.212,0,"1","CD52"
"RPS29",0,-0.908428920862085,0.572,0.814,0,"1","RPS29"
"RPL8",0,-0.911434546112655,0.586,0.891,0,"1","RPL8"
"RPS3A",0,-0.913117658185803,0.67,0.894,0,"1","RPS3A"
"RPL37A",0,-0.923963655605572,0.523,0.851,0,"1","RPL37A"
"SERPINA1.1",0,-0.930433257006322,0.052,0.328,0,"1","SERPINA1"
"MALAT1.1",0,-0.940643145893119,0.993,0.973,0,"1","MALAT1"
"GAPDH",0,-0.942551186797644,0.359,0.719,0,"1","GAPDH"
"PFN1.1",0,-0.946374139284121,0.322,0.664,0,"1","PFN1"
"HLA-B",0,-0.946596246411357,0.745,0.76,0,"1","HLA-B"
"S100A10.1",0,-0.947179955056659,0.323,0.621,0,"1","S100A10"
"RPS21",0,-0.952494261504339,0.348,0.757,0,"1","RPS21"
"TIMP3.1",0,-0.967871430309176,0.011,0.188,0,"1","TIMP3"
"CXCL1.1",0,-0.971433499560495,0.062,0.229,0,"1","CXCL1"
"RPS13.1",0,-0.981626026533556,0.6,0.867,0,"1","RPS13"
"FCER1G.1",0,-0.982598462765545,0.005,0.25,0,"1","FCER1G"
"NPC2",0,-0.987109316631981,0.311,0.539,0,"1","NPC2"
"RPL14",0,-0.99222482542625,0.449,0.829,0,"1","RPL14"
"HLA-C",0,-1.00261235784468,0.613,0.71,0,"1","HLA-C"
"RPS14",0,-1.00324525540119,0.751,0.926,0,"1","RPS14"
"RPL19",0,-1.00780336848442,0.651,0.901,0,"1","RPL19"
"BPIFB1.1",0,-1.01324151782907,0.369,0.198,0,"1","BPIFB1"
"FABP5.1",0,-1.01526968222294,0.017,0.384,0,"1","FABP5"
"CCL20.1",0,-1.01691623193609,0.016,0.154,0,"1","CCL20"
"RPS15",0,-1.02199703109044,0.542,0.892,0,"1","RPS15"
"RPL7A",0,-1.03191056758308,0.465,0.833,0,"1","RPL7A"
"HLA-DRB1.1",0,-1.05276197693939,0.445,0.546,0,"1","HLA-DRB1"
"IFITM3.1",0,-1.06555160681695,0.212,0.49,0,"1","IFITM3"
"RPS24.1",0,-1.06945044402693,0.579,0.879,0,"1","RPS24"
"RPL18",0,-1.0718246744687,0.434,0.838,0,"1","RPL18"
"EEF1A1.1",0,-1.09636667129325,0.944,0.982,0,"1","EEF1A1"
"RPL29",0,-1.09988464432065,0.408,0.827,0,"1","RPL29"
"C1QC.1",0,-1.11542183929605,0.002,0.166,0,"1","C1QC"
"RPLP2",0,-1.12489663651183,0.536,0.894,0,"1","RPLP2"
"CLDN5.1",0,-1.12855460324099,0.003,0.134,0,"1","CLDN5"
"APOE.1",0,-1.13421022142415,0.005,0.166,0,"1","APOE"
"RPL11",0,-1.13749907518085,0.634,0.917,0,"1","RPL11"
"GNB2L1",0,-1.14455285217302,0.058,0.499,0,"1","GNB2L1"
"RNASE1.1",0,-1.14723838206832,0.014,0.341,0,"1","RNASE1"
"RPL12",0,-1.15834698947248,0.549,0.853,0,"1","RPL12"
"RPL23A.1",0,-1.16308115711021,0.4,0.823,0,"1","RPL23A"
"S100A8.1",0,-1.17996798891739,0.011,0.176,0,"1","S100A8"
"RPS2",0,-1.18023807758365,0.635,0.872,0,"1","RPS2"
"NFKBIA.1",0,-1.18348268776297,0.151,0.553,0,"1","NFKBIA"
"TYROBP.1",0,-1.18732565259548,0.005,0.26,0,"1","TYROBP"
"MT1X.1",0,-1.19622581538744,0.05,0.285,0,"1","MT1X"
"RPL26",0,-1.23156536095436,0.497,0.864,0,"1","RPL26"
"FABP4.1",0,-1.23764611296041,0.007,0.124,0,"1","FABP4"
"CXCL8",0,-1.25672886752123,0.056,0.29,0,"1","CXCL8"
"S100A9.1",0,-1.26010627964834,0.03,0.305,0,"1","S100A9"
"RPL30.1",0,-1.26888686933913,0.496,0.868,0,"1","RPL30"
"SRGN.1",0,-1.27094715513544,0.011,0.381,0,"1","SRGN"
"RPL18A",0,-1.27306311788167,0.489,0.874,0,"1","RPL18A"
"RPL37",0,-1.2763180034212,0.389,0.825,0,"1","RPL37"
"RPS19.1",0,-1.27902968266597,0.608,0.891,0,"1","RPS19"
"AC090498.1.1",0,-1.29029992779876,0.039,0.254,0,"1","AC090498.1"
"RPS27",0,-1.3020152846274,0.695,0.928,0,"1","RPS27"
"RPS23",0,-1.30453664649675,0.472,0.871,0,"1","RPS23"
"RPL32",0,-1.31914703264559,0.579,0.903,0,"1","RPL32"
"RPS15A",0,-1.32664502474979,0.488,0.87,0,"1","RPS15A"
"RPS3.1",0,-1.33000335807932,0.488,0.859,0,"1","RPS3"
"C1QA.1",0,-1.34948269859862,0.006,0.186,0,"1","C1QA"
"NAPSA.1",0,-1.38851576273704,0.014,0.198,0,"1","NAPSA"
"RPLP1",0,-1.40208190834793,0.853,0.961,0,"1","RPLP1"
"RPS28.1",0,-1.43012915039739,0.501,0.898,0,"1","RPS28"
"RPL28.1",0,-1.43169870276822,0.555,0.884,0,"1","RPL28"
"ACTB.1",0,-1.44051488120183,0.697,0.886,0,"1","ACTB"
"RPL39.1",0,-1.44338619748048,0.426,0.842,0,"1","RPL39"
"TPT1.1",0,-1.4484266566807,0.699,0.95,0,"1","TPT1"
"RPL41.1",0,-1.46887563410286,0.514,0.858,0,"1","RPL41"
"CXCL2.1",0,-1.48783975974065,0.05,0.343,0,"1","CXCL2"
"C1QB.1",0,-1.49307279356448,0.006,0.178,0,"1","C1QB"
"APOC1.1",0,-1.54213907909628,0.006,0.205,0,"1","APOC1"
"RPS18.1",0,-1.5888452799075,0.518,0.903,0,"1","RPS18"
"S100A4.1",0,-1.59028227650564,0.101,0.473,0,"1","S100A4"
"TMSB10.1",0,-1.61754676832026,0.58,0.837,0,"1","TMSB10"
"PGC.1",0,-1.75021870872047,0.022,0.145,0,"1","PGC"
"RPL10",0,-1.77180332661358,0.615,0.942,0,"1","RPL10"
"VIM.1",0,-1.80528847264987,0.119,0.467,0,"1","VIM"
"MT2A",0,-1.85210471411415,0.31,0.501,0,"1","MT2A"
"RPS12",0,-1.87228975569365,0.456,0.889,0,"1","RPS12"
"LYZ.1",0,-1.96920578777606,0.07,0.287,0,"1","LYZ"
"SCGB3A2.1",0,-1.97318160866955,0.038,0.146,0,"1","SCGB3A2"
"SCGB3A1.1",0,-2.14769497138824,0.682,0.445,0,"1","SCGB3A1"
"SFTPA2.1",0,-2.34497841583517,0.032,0.211,0,"1","SFTPA2"
"SCGB1A1.1",0,-2.5178468932702,0.576,0.38,0,"1","SCGB1A1"
"TMSB4X.1",0,-2.53988700349334,0.471,0.891,0,"1","TMSB4X"
"SFTPA1.1",0,-2.58293951137495,0.035,0.207,0,"1","SFTPA1"
"FTL.1",0,-2.67268020640144,0.755,0.892,0,"1","FTL"
"SFTPB.1",0,-2.75088888357473,0.069,0.277,0,"1","SFTPB"
"SFTPC.1",0,-4.54122511743644,0.086,0.313,0,"1","SFTPC"
"RPL13A.1",3.50922831667804e-306,-0.486473485236449,0.859,0.875,1.27005991237212e-301,"1","RPL13A"
"LCN2.1",7.14827712190836e-306,-0.289280563698365,0.395,0.233,2.58710445596107e-301,"1","LCN2"
"ITM2B.1",5.02721931246331e-304,-0.555140768890965,0.612,0.677,1.81945121356672e-299,"1","ITM2B"
"AQP5.1",8.1475067804789e-297,-0.35237974517551,0.048,0.152,2.94874565399092e-292,"1","AQP5"
"MSMB.1",1.22014999759242e-294,-0.660771356055212,0.246,0.13,4.41596687128648e-290,"1","MSMB"
"MT-CO2.1",7.79860304085815e-294,-0.581932858633882,0.852,0.736,2.82247041254738e-289,"1","MT-CO2"
"TCIM.1",6.1564072523224e-284,-0.360397758141443,0.016,0.102,2.22812691276052e-279,"1","TCIM"
"MT-ND4.1",8.45816292832079e-275,0.302391610972943,0.916,0.725,3.06117832701786e-270,"1","MT-ND4"
"CYR61.1",6.87259656060719e-262,-0.32411743346742,0.032,0.124,2.48733014721495e-257,"1","CYR61"
"S100A2.1",2.78289633668018e-245,-1.07640939431779,0.039,0.126,1.00718584217129e-240,"1","S100A2"
"TNFAIP3",3.66345650390289e-245,-0.297663359485807,0.12,0.23,1.32587817789253e-240,"1","TNFAIP3"
"TUBA1B.1",4.71666439971427e-238,-0.313237336922087,0.34,0.459,1.70705517954459e-233,"1","TUBA1B"
"CD55",2.28456627957992e-234,-0.293713087266284,0.257,0.381,8.26830227905565e-230,"1","CD55"
"STXBP2.1",1.09464398192498e-228,-0.270052182153492,0.073,0.168,3.96173549938288e-224,"1","STXBP2"
"DDIT4.1",7.6355191693609e-216,-0.298652092505844,0.155,0.262,2.7634470977751e-211,"1","DDIT4"
"TNFSF10.1",1.51066811923268e-211,-0.333154698186237,0.149,0.247,5.46741005712692e-207,"1","TNFSF10"
"MT1E.1",2.70769612461289e-204,-0.611473784728755,0.206,0.305,9.79969381419896e-200,"1","MT1E"
"GCHFR.1",1.76740854673068e-188,-0.275154120197868,0.113,0.203,6.39660501232769e-184,"1","GCHFR"
"VMO1",7.33638344181768e-185,-0.296290758616711,0.074,0.156,2.65518389526265e-180,"1","VMO1"
"GPX1.1",1.33687057972663e-182,-0.390420282312785,0.364,0.437,4.83840200214662e-178,"1","GPX1"
"ACTG1",6.35824860074549e-178,-0.283159533977452,0.724,0.799,2.30117733358181e-173,"1","ACTG1"
"ZFP36.1",1.62568442016437e-161,-0.455920012101003,0.513,0.595,5.88367705345889e-157,"1","ZFP36"
"CNN3.1",2.26198042065253e-158,-0.282749840596259,0.133,0.217,8.18655953842565e-154,"1","CNN3"
"HLA-E.1",6.49498031629223e-150,-0.699353506980307,0.498,0.551,2.35066327607249e-145,"1","HLA-E"
"CYBA.1",2.08982843556738e-147,-0.392847598115728,0.44,0.482,7.56350707400545e-143,"1","CYBA"
"CFD.1",1.74194070011664e-145,-0.313857077307772,0.088,0.161,6.30443178186216e-141,"1","CFD"
"PSAP.1",2.12127733121783e-139,-0.409253054685152,0.387,0.45,7.67732691714358e-135,"1","PSAP"
"HLA-DRA.1",1.87438897405811e-120,-1.12682383457848,0.563,0.57,6.78378857491112e-116,"1","HLA-DRA"
"NR4A1.1",5.18884446827715e-117,-0.272930491371563,0.214,0.295,1.87794658995887e-112,"1","NR4A1"
"SLC9A3R2.1",2.76970074113473e-115,-0.307036578127517,0.125,0.191,1.00241009223148e-110,"1","SLC9A3R2"
"CD74.1",1.76108114666018e-106,-1.13110465300623,0.755,0.724,6.37370488599254e-102,"1","CD74"
"CTSD.1",6.42478153748026e-105,-0.64248383838036,0.431,0.468,2.32525693404486e-100,"1","CTSD"
"JUNB.1",2.08453247737102e-93,-0.349177242336081,0.55,0.616,7.54433994210121e-89,"1","JUNB"
"CRIP1.1",6.38880974498823e-90,-0.294317046613272,0.438,0.319,2.31223802290614e-85,"1","CRIP1"
"MUC1.1",1.40437742101882e-65,-0.253857013957674,0.266,0.304,5.0827227621513e-61,"1","MUC1"
"EMP2.1",1.13620869365211e-63,-0.430979551624975,0.253,0.301,4.11216650406571e-59,"1","EMP2"
"RGCC.1",1.0975973590309e-48,-0.377298447267108,0.286,0.314,3.97242436180464e-44,"1","RGCC"
"B2M.1",1.8371500940919e-47,-0.282596964540744,0.981,0.948,6.64901362053739e-43,"1","B2M"
"GLUL.1",2.12278151588789e-33,-0.278427807132276,0.492,0.481,7.68277086230144e-29,"1","GLUL"
"KRT17.1",1.29342891116924e-28,-1.03943602570881,0.133,0.154,4.6811779153037e-24,"1","KRT17"
"SERPINB3.1",6.83532271644897e-26,-0.865861894861496,0.133,0.154,2.47383999753721e-21,"1","SERPINB3"
"MT-ND4L.1",1.42261786005227e-13,-0.257925220197204,0.432,0.415,5.14873855910119e-09,"1","MT-ND4L"
"FTH1.1",9.87791058602653e-13,-0.971112490041999,0.977,0.953,3.57501339929472e-08,"1","FTH1"
"BPIFA1.1",1.94890082669295e-06,-0.702007964119353,0.124,0.108,0.0705346187196714,"1","BPIFA1"
"S100A2.2",0,3.58842084828336,0.902,0.062,0,"2","S100A2"
"KRT17.2",0,3.48025610218508,0.911,0.099,0,"2","KRT17"
"KRT15.1",0,2.53626388027058,0.69,0.047,0,"2","KRT15"
"KRT19.1",0,1.91094246619585,0.947,0.357,0,"2","KRT19"
"TACSTD2.2",0,1.73909957984377,0.928,0.325,0,"2","TACSTD2"
"KRT5",0,1.73290433552375,0.704,0.029,0,"2","KRT5"
"AQP3",0,1.69395497276293,0.87,0.291,0,"2","AQP3"
"CXCL8.1",0,1.67185997872919,0.64,0.238,0,"2","CXCL8"
"CXCL1.2",0,1.66831754647406,0.628,0.182,0,"2","CXCL1"
"SFN.2",0,1.4821882670756,0.677,0.102,0,"2","SFN"
"SERPINB3.2",0,1.40161133727837,0.48,0.129,0,"2","SERPINB3"
"ALDH3A1.2",0,1.35678132267872,0.646,0.13,0,"2","ALDH3A1"
"KRT6A",0,1.31010981851366,0.41,0.01,0,"2","KRT6A"
"AQP5.2",0,1.26735442447765,0.618,0.108,0,"2","AQP5"
"GAPDH.1",0,1.23633669371566,0.948,0.662,0,"2","GAPDH"
"RPS2.1",0,1.18876554492333,0.987,0.837,0,"2","RPS2"
"RPS18.2",0,1.18223743128721,0.994,0.853,0,"2","RPS18"
"MMP10",0,1.17513869281839,0.236,0.022,0,"2","MMP10"
"RPL3.2",0,1.17116657448721,0.985,0.868,0,"2","RPL3"
"RPL13A.2",0,1.16999531278417,0.964,0.867,0,"2","RPL13A"
"HSPB1.2",0,1.15769747764488,0.814,0.449,0,"2","HSPB1"
"SERPINF1.1",0,1.13902825573585,0.675,0.11,0,"2","SERPINF1"
"RACK1.1",0,1.09093999807821,0.605,0.298,0,"2","RACK1"
"RPL10A.2",0,1.0797435959935,0.964,0.734,0,"2","RPL10A"
"RPL7.2",0,1.06147104174437,0.953,0.778,0,"2","RPL7"
"PHLDA2.1",0,1.03216835595834,0.583,0.128,0,"2","PHLDA2"
"ACTG1.1",0,1.02095582595919,0.974,0.778,0,"2","ACTG1"
"KRT18.1",0,1.01571951405794,0.849,0.347,0,"2","KRT18"
"CD9.1",0,1.01417997814293,0.88,0.511,0,"2","CD9"
"NPM1.1",0,0.994054743280856,0.879,0.529,0,"2","NPM1"
"F3.2",0,0.977883777273149,0.657,0.19,0,"2","F3"
"RPL41.2",0,0.974104763367862,0.914,0.815,0,"2","RPL41"
"PERP.2",0,0.971378095891833,0.83,0.277,0,"2","PERP"
"RPS6.2",0,0.96190801930198,0.988,0.892,0,"2","RPS6"
"KRT8.1",0,0.955628945055484,0.781,0.337,0,"2","KRT8"
"ANXA2.2",0,0.952526459299497,0.932,0.614,0,"2","ANXA2"
"BTF3.1",0,0.930565224633477,0.918,0.629,0,"2","BTF3"
"SERPINB4",0,0.905683218680543,0.346,0.038,0,"2","SERPINB4"
"RPS4X.2",0,0.899031767925795,0.973,0.837,0,"2","RPS4X"
"HNRNPA1.2",0,0.887373316168516,0.857,0.536,0,"2","HNRNPA1"
"HMGA1",0,0.88439199739477,0.567,0.106,0,"2","HMGA1"
"RPLP1.1",0,0.870347522444717,0.998,0.946,0,"2","RPLP1"
"DST",0,0.860781220320424,0.466,0.101,0,"2","DST"
"CLDN4.2",0,0.841099485138527,0.628,0.351,0,"2","CLDN4"
"KRT14",0,0.837526308125982,0.109,0.003,0,"2","KRT14"
"S100A16.2",0,0.805983868516705,0.605,0.164,0,"2","S100A16"
"RPS17.2",0,0.798188439889812,0.873,0.626,0,"2","RPS17"
"CSTA.2",0,0.797798279074481,0.512,0.165,0,"2","CSTA"
"FXYD3.1",0,0.796244494277341,0.695,0.232,0,"2","FXYD3"
"RPL27A.2",0,0.791629501297789,0.949,0.761,0,"2","RPL27A"
"RPL4.1",0,0.785642022165336,0.915,0.641,0,"2","RPL4"
"RPS3.2",0,0.784592081284931,0.976,0.809,0,"2","RPS3"
"RPL8.1",0,0.773541811875062,0.979,0.85,0,"2","RPL8"
"FHL2",0,0.77080354717655,0.511,0.026,0,"2","FHL2"
"RPL15.1",0,0.766614652968095,0.974,0.848,0,"2","RPL15"
"MT-CO3",0,0.763562500982633,0.962,0.76,0,"2","MT-CO3"
"RPL12.1",0,0.762902746124476,0.985,0.809,0,"2","RPL12"
"CLDN1",0,0.75804719457151,0.51,0.064,0,"2","CLDN1"
"FST",0,0.743115509828479,0.193,0.007,0,"2","FST"
"PKM.1",0,0.736806702915271,0.734,0.35,0,"2","PKM"
"RPLP0.1",0,0.735144648337774,0.973,0.757,0,"2","RPLP0"
"RPL18A.1",0,0.733053739865691,0.979,0.823,0,"2","RPL18A"
"RPS19.2",0,0.726446918899984,0.993,0.851,0,"2","RPS19"
"IGFBP2.2",0,0.722566403145881,0.629,0.207,0,"2","IGFBP2"
"RPS5.1",0,0.722110963189922,0.949,0.75,0,"2","RPS5"
"SLC25A6.1",0,0.721124583937735,0.718,0.438,0,"2","SLC25A6"
"SERPINB5",0,0.718028692423541,0.392,0.012,0,"2","SERPINB5"
"RPL31.2",0,0.715945002278315,0.927,0.723,0,"2","RPL31"
"FGFBP1",0,0.714284821519488,0.356,0.024,0,"2","FGFBP1"
"KLF5.1",0,0.702095289829832,0.619,0.192,0,"2","KLF5"
"TXN.1",0,0.701014486946657,0.78,0.535,0,"2","TXN"
"GADD45A",0,0.694215634054663,0.469,0.118,0,"2","GADD45A"
"LAMB3",0,0.684831146312627,0.364,0.056,0,"2","LAMB3"
"TNFRSF12A",0,0.684202737079799,0.417,0.121,0,"2","TNFRSF12A"
"RPL7A.1",0,0.67963094812305,0.959,0.782,0,"2","RPL7A"
"ERRFI1.1",0,0.674017459795515,0.475,0.157,0,"2","ERRFI1"
"S100A14.2",0,0.661784931346135,0.595,0.215,0,"2","S100A14"
"RPL36A.2",0,0.659735013074821,0.822,0.445,0,"2","RPL36A"
"C19orf33.1",0,0.656681801761204,0.616,0.188,0,"2","C19orf33"
"PRSS23.2",0,0.653909353423022,0.611,0.199,0,"2","PRSS23"
"PMAIP1.1",0,0.648574387203917,0.488,0.135,0,"2","PMAIP1"
"PABPC1",0,0.644022010528889,0.888,0.603,0,"2","PABPC1"
"GPX2",0,0.642022522040428,0.382,0.032,0,"2","GPX2"
"RPL35.1",0,0.641395703272202,0.959,0.754,0,"2","RPL35"
"RPS9.1",0,0.640584844906441,0.977,0.828,0,"2","RPS9"
"RPL29.1",0,0.637824435626858,0.939,0.771,0,"2","RPL29"
"LMNA.2",0,0.630710450476663,0.686,0.359,0,"2","LMNA"
"TM4SF1.2",0,0.628944637083077,0.532,0.254,0,"2","TM4SF1"
"EEF2.2",0,0.628739583033846,0.834,0.543,0,"2","EEF2"
"RPS14.1",0,0.623847941434701,0.99,0.901,0,"2","RPS14"
"ANXA1.1",0,0.621854232394348,0.776,0.643,0,"2","ANXA1"
"RPS3A.1",0,0.621639097823734,0.973,0.863,0,"2","RPS3A"
"RPSA.2",0,0.618187613862253,0.907,0.688,0,"2","RPSA"
"MT-CO1.1",0,0.61686594841949,0.962,0.773,0,"2","MT-CO1"
"ETS2",0,0.61546209751585,0.64,0.282,0,"2","ETS2"
"RPL13.2",0,0.613497451760262,0.997,0.941,0,"2","RPL13"
"S100P.1",0,0.605782792603622,0.34,0.154,0,"2","S100P"
"RND3",0,0.604655692576424,0.444,0.121,0,"2","RND3"
"RPL23A.2",0,0.604369021455966,0.937,0.766,0,"2","RPL23A"
"RPL5.2",0,0.602693661213862,0.931,0.723,0,"2","RPL5"
"AKR1C2.1",0,0.58958052704369,0.366,0.087,0,"2","AKR1C2"
"CCN1",0,0.58708499972577,0.184,0.073,0,"2","CCN1"
"MYC",0,0.585429468674534,0.393,0.101,0,"2","MYC"
"RPL36.1",0,0.580482491349859,0.965,0.79,0,"2","RPL36"
"LDHB",0,0.579345174501983,0.707,0.408,0,"2","LDHB"
"RPL18.1",0,0.57862099565836,0.967,0.783,0,"2","RPL18"
"NCOA7.2",0,0.572396183564379,0.537,0.277,0,"2","NCOA7"
"RPS15.1",0,0.566652722571729,0.976,0.846,0,"2","RPS15"
"RPS7.1",0,0.564337341408275,0.956,0.803,0,"2","RPS7"
"RPS20.1",0,0.562134801928026,0.923,0.72,0,"2","RPS20"
"RPL32.1",0,0.559182682488979,0.985,0.86,0,"2","RPL32"
"HMGB3",0,0.557626435788535,0.404,0.087,0,"2","HMGB3"
"SLC25A5.1",0,0.55729169976062,0.717,0.452,0,"2","SLC25A5"
"HBEGF.1",0,0.554441321315392,0.383,0.115,0,"2","HBEGF"
"RPL37A.1",0,0.545062556427993,0.958,0.806,0,"2","RPL37A"
